Reporter Identifier	VALUE	S_N_P/2a-2_OKhymenets_220905
101018	2664.15	12.55
101019	654.3	3.03
101020	2041.03	4.95
101026	2610.63	16.79
101027	395.49	1.59
101034	261.29	1.36
101039	6625.94	24.79
101042	3846.11	20.59
101044	135.47	1.03
101058	68701.19	84.3
101059	166.34	-2.31
101060	1022.45	4.84
101065	4626.21	21.24
101068	25872.35	39.11
101070	9810.04	47.89
101072	4871.5	28.55
101083	211.9	2.64
101089	97.65	1.08
101108	2799.85	15.97
101109	620.26	-0.36
101113	272671.75	100.4
101114	647.57	3.17
101116	2854.93	11.8
101120	12561.14	52.68
101122	233.36	2.18
101123	9695.92	45.32
101125	29108.55	36.28
101126	6843.04	40.57
101140	4240.12	23.46
101144	275.02	6.48
101145	114930.41	83.04
101150	1053.33	4.78
101157	470.3	0.25
101173	1082.98	8.3
101185	1697.63	7.05
101191	2810.42	22.7
101192	6454.35	43.15
101193	2607.21	26.35
101194	4531.69	24.89
101196	13691.75	20.28
101200	1238.83	4.05
101210	97.29	-3.29
101213	10615.53	51.95
101216	244.68	2.18
101220	19283.58	48.74
101231	130.46	1.05
101239	18867.32	26.98
101242	912.25	1.53
101251	103.09	-1.69
101252	707.97	5.62
101255	49804.35	74.22
101260	2857.21	21.47
101262	168.21	-1.2
101263	321.85	0.91
101266	10490.34	85.13
101269	554.95	4.81
101287	47328.87	78.81
101293	5992.56	25.04
101300	2571.71	15.58
101304	742.29	4.94
101310	13159.94	53.66
101319	202.01	-2.2
101320	3678.41	24.14
101331	995.36	12.93
101333	4059.33	22.14
101336	471.37	2.55
101339	11338.33	34.78
101347	213.28	0.43
101353	109.45	-0.22
101356	283.08	0.15
101359	218.61	-0.11
101361	326.74	-1.19
101365	461190.9	73.97
101368	1053.85	6.06
101370	2635.12	18.5
101374	303.28	-0.72
101377	8191.78	42.96
101381	5962.04	37.57
101387	3563.2	2.9
101391	931.91	3.99
101395	118.8	-0.24
101397	2310.22	8.73
101403	195.17	0.47
101404	909	7.43
101408	434.77	3.09
101413	91.11	0.29
101431	1168.01	0.34
101441	81932.64	116.81
101444	1948.4	13
101445	6009.43	25.45
101446	613.55	-0.42
101447	4891.65	31.71
101482	227.28	-0.51
101487	502.28	2.97
101498	2498.07	6.11
101499	15084.05	48.34
101505	1049.57	5.46
101506	211.59	1.84
101509	502.13	3.51
101511	8678.94	69.91
101513	190.85	-0.44
101518	313.41	-0.66
101520	226.58	0.48
101526	7645.36	16.93
101527	3331.01	33.77
101538	70.03	-0.95
101549	609.77	0.88
101552	349.71	5.45
101555	325.9	-0.17
101559	165.08	0.97
101561	109.56	0.59
101566	236.08	0.34
101569	146.65	-0.79
101570	1672.21	5.02
101574	6921.66	28.66
101575	99.3	1.36
101584	1253.57	8.01
101588	39617.63	84.42
101589	1304	7.43
101592	1470.96	8.23
101594	915.43	7.63
101597	241.35	0.62
101598	427.31	-1.03
101603	2737.4	15.35
101611	3219.03	22.08
101616	313.57	1.03
101623	170.2	-0.21
101641	508.25	0.65
101645	1731.87	13.41
101647	138.15	-0.07
101648	341.79	1.57
101654	555.49	1.92
101655	1550.62	9.82
101663	435.61	0.64
101664	7070.96	20.12
101666	716.77	7.78
101670	7879.81	36.94
101676	5564.9	24.26
101678	173.53	-1.39
101680	3344.52	19.66
101686	2330.52	9.72
101687	4782.21	26.6
101688	201.46	-1.18
101692	13077.52	53.34
101693	9812.58	48.74
101695	136.7	0.19
101703	3422.62	13.36
101711	7806.58	37.56
101721	375.89	0.03
101722	385.78	1.97
101725	7566.78	56.32
101736	285.66	0.06
101738	81.27	-4.27
101742	140.63	-0.68
101745	295.69	1.7
101754	28349.49	87.63
101755	94025.16	76.24
101757	571.16	1.76
101759	209.08	1.01
101760	178.31	1.07
101762	274.01	0.24
101768	833.15	0.43
101775	336.61	0.3
101777	137.76	0.93
101781	7261.15	47.66
101783	230.48	0.24
101798	793340.48	107.89
101799	135.55	-1.62
101800	428.21	1.7
101802	811.64	4.62
101811	253093.3	74.85
101814	237.81	0.13
101815	23587	38.06
101821	705.76	11.46
101835	9899.06	8.81
101843	189.96	0.53
101844	18493.1	65.41
101845	249.52	-0.6
101854	249.99	-0.28
101855	354.18	1.85
101860	208.54	2.28
101862	13811.8	32.55
101863	199.69	-1.39
101867	71031.04	67.21
101876	342.1	-1.66
101878	209.66	-0.24
101887	12490.18	56.97
101893	8370.3	21.27
101899	282	2.41
101908	727.82	2.2
101912	323.33	0.26
101913	131.33	1.16
101917	233.68	0.85
101929	463.37	3.34
101930	337.42	0.76
101931	26647.73	57.27
101946	39485.91	96.13
101948	284.26	1.19
101949	1910.76	11.04
101955	158.1	0.42
101958	15956.34	25.26
101962	6271.87	49.67
101965	1475.05	3.67
101973	41474.25	78.1
101974	50198.97	111.79
101979	4163.79	43.7
101980	10232.89	43.62
101985	12023.42	66.26
101987	3271.1	24.99
101998	208.69	-0.77
102001	27959.7	62.92
102004	366.08	0.22
102010	292.42	6.17
102013	564.07	2.85
102034	188.27	-0.71
102036	986.77	3.13
102037	94506.54	38.84
102040	492.89	10.07
102046	8409.01	62.58
102047	5942.13	36.48
102049	145.05	0.75
102051	577.56	2.5
102059	910.93	4.73
102060	23462.25	82.06
102063	2566.46	16.76
102071	1424.86	10.61
102077	436.98	8
102081	209.95	1.16
102085	342.76	-0.07
102086	7315.36	34.67
102088	174.98	-0.74
102090	286.96	-0.4
102092	2790.76	14.2
102096	214.93	-2.31
102108	294.57	3.54
102116	1320.01	8.6
102117	8738.18	44.15
102125	30000.81	60.08
102126	236.09	-0.35
102133	4738.57	22.01
102135	246.9	-0.42
102137	199.63	0.05
102138	8530.85	31.35
102140	364.39	0.98
102148	406.25	4.35
102152	152.95	-0.02
102161	1950.18	8.79
102162	910.42	10.47
102164	2895.9	17.24
102168	155.45	-2.99
102174	831.59	4.7
102175	7417.2	24.35
102177	398.33	0.2
102183	2938.77	7.72
102204	180.84	0.75
102205	674.95	6.42
102207	10274.64	49.62
102210	7255.55	49.78
102211	2704.84	13
102213	362.39	-0.08
102218	25562.29	58.22
102222	104.03	0.66
102225	131.26	-0.01
102229	7486.93	9.79
102231	598.55	0.52
102233	155433.41	73.56
102234	138.14	0.52
102236	4784.06	38.32
102241	460.87	-0.9
102244	6041.26	17.74
102249	271.73	2.58
102255	138.78	0.68
102257	31387.99	63.17
102263	163.2	-1.71
102267	13859.65	33.13
102274	1286.21	8.41
102277	204.36	4.27
102279	260.18	-1.58
102286	231.67	-1.47
102295	141.65	-0.31
102302	1918.02	5.7
102305	412.5	2.48
102314	1603.46	14.74
102323	225.51	0.09
102330	227.84	0.76
102334	2566.36	18.2
102335	4688.89	41
102337	1519.67	5
102338	28000.44	66.18
102341	650.28	2.28
102342	8869.6	66.16
102344	3721.22	25.83
102347	169.09	-1.61
102348	648.6	4.19
102353	515.32	2.28
102355	11512.33	38.02
102384	721.99	5.09
102387	1943.56	8.71
102388	11014.28	35.6
102393	229.29	1.63
102396	17763.63	34.48
102397	217073.34	63.26
102403	244.01	0.33
102415	12459.9	37.26
102419	6987.61	54.34
102421	84.79	-0.01
102431	164.6	-0.18
102437	34612.13	69.05
102438	12495.7	68.65
102441	471.33	1.44
102445	1750.87	7.32
102450	491.29	2.89
102451	1024.63	3.39
102454	7534.02	40.37
102459	129.93	-1.29
102465	34153.95	51.54
102474	159.31	0.4
102477	599.62	-0.43
102482	2968.51	10.04
102483	27005.89	94.13
102484	71366.29	48.88
102488	565.39	2.65
102491	12567.39	84.87
102492	7835.77	25.62
102498	67.81	0.32
102503	24714.28	36.65
102506	590.27	1.1
102514	292028.16	99.85
102516	222.36	-0.48
102518	1293977.19	67.78
102521	556.41	3.68
102523	256.27	-0.4
102525	317475.17	89.06
102539	236.75	2.2
102551	15490.74	74.53
102557	720.65	6.32
102558	5606.74	40.96
102559	1391.43	4.56
102560	331.9	-0.16
102563	4973.76	27.12
102564	6890.59	39.18
102565	4608.98	11.41
102571	2367.98	21.77
102572	316.96	2.78
102581	1242.41	6.25
102592	2571.13	4.08
102596	15399.55	78.16
102597	233.66	0.91
102598	16879.25	83.4
102603	592.74	0.5
102604	78218.98	63.74
102610	3069.97	5.97
102617	114780.02	84.53
102622	313.36	2.73
102623	240.68	-0.1
102625	183.73	-0.98
102627	3197.1	19.41
102632	13154.08	37.95
102647	1705.7	12.68
102652	1211.99	5.99
102654	703.04	4.86
102661	2262.72	10.08
102664	1757.66	6.18
102667	824.3	0.44
102670	308.39	-0.4
102684	196.95	-1.61
102688	16775.93	44.67
102693	261.94	-1.13
102700	184.01	2.13
102706	72067.7	86.49
102709	2745.45	16.84
102711	5689.38	13.5
102718	9305.06	35.99
102721	7271.81	13.42
102723	9275.65	65.43
102727	3905.99	12.5
102730	328.97	3.09
102731	1870.87	10.17
102732	153639.25	59.22
102734	877.31	6.1
102739	65.57	0.03
102753	3397.13	23.52
102754	696.12	3.25
102756	207.3	0.79
102759	142.91	0.62
102762	735.68	4.89
102769	233	-1.04
102776	43.81	-4.12
102778	2362.83	13.85
102783	3337.09	8.15
102786	200	-0.86
102788	10503.22	48.52
102789	1629.66	12.71
102792	225.93	-1.05
102794	197.18	0.95
102795	471.44	3.09
102817	242.21	-0.3
102818	117.8	1.24
102820	154.5	-0.36
102823	264.21	-0.36
102824	390.54	1.8
102826	2935.43	10.98
102828	12682.61	50.77
102833	764.13	2.9
102834	385.76	0.13
102835	113.07	-3.57
102836	651.29	0.79
102841	67862.83	92.82
102842	1174.22	7.35
102845	5489.61	29.69
102846	1388.55	5.95
102848	1217.82	7.75
102850	1981.33	0.62
102862	671.29	4.08
102875	47751.64	90.97
102878	194.58	1.43
102881	156.46	1.04
102888	1231.54	0.51
102896	488.56	2.66
102899	481.41	2.57
102901	222.38	0
102904	3160.11	40.75
102907	11463.35	35.17
102910	16788.33	56.22
102914	295.6	0.98
102915	8965.94	29.87
102916	138.65	0.42
102924	5272.94	46.41
102926	231.42	-0.35
102937	263555.97	95.08
102939	233.49	-0.42
102944	951.83	4.39
102945	492.8	1.8
102952	109.13	0.44
102959	148.57	0.48
102967	6096.84	27.27
102968	634.8	3.34
102971	188.26	-0.9
102972	1040.52	6.63
102973	2148.29	5.89
10298121	462.05	4.95
102988	1230.93	7.76
102997	1295.73	4.17
102999	314.8	0.71
103002	255.74	1.38
103003	89.55	0.91
103010	3632.15	13.94
103013	1968.36	31.14
103021	4652.04	34.7
103022	376.28	1.8
103029	101.18	-0.04
103030	233.87	0.55
103034	4342.63	31.28
103043	190.42	1.63
103054	148.68	2.43
103058	281.02	-2.18
103069	1257.83	5.59
103070	90.61	-1.5
103073	249.76	-1.51
103079	1038.65	9.94
103080	242.5	-0.43
103082	209.22	-0.31
103085	129262.26	92.23
103095	184005.38	69.66
103097	1018825.9	71.86
103100	877.9	3.64
103102	805.87	4.28
103103	471.49	6.29
103105	169.92	1.2
103107	582.87	4.24
103109	1092.08	3.92
103111	256.89	-1.07
103113	2671.4	10.73
103115	353.99	2.89
103117	523.78	2.23
103150	17972.31	65.17
103152	336.48	0.8
103153	74935.18	70
103159	501.97	2.78
103164	589.67	4.6
103169	8853.61	31.95
103171	174.59	1.2
103183	7671.71	35.18
103185	7351.83	14.3
103193	7377.79	51.07
103201	16516.32	45.4
103206	4537.97	15.72
103211	876.03	2.41
103212	125.81	0.75
10321330	981.83	3
103214	1544.24	3.64
10322069	116.84	0.02
103225	59715.64	67.53
103227	302.47	1.31
103232	3042.74	19.37
103235	161.55	-1
103239	2540.32	14.69
103241	557.27	-0.28
103252	2735.04	17.99
103254	257.76	-0.41
103259	293.3	-0.55
103260	196.96	-1.27
103264	2568.41	16.05
103269	106.73	-0.34
103271	338.66	1.36
103273	474.43	3.69
103279	1791.68	10.72
103288	442.71	-0.01
103291	8400.13	59.64
103297	130.28	-1.28
103301	237.51	1.48
103305	488	0.57
103306	1092.13	9.27
103310	204.83	-0.61
103318	259.3	0.12
103331	357.21	0.92
103341	7174.78	37.3
103342	320.02	0.67
103344	469.38	2.3
103350	34181.11	70.64
103355	507.62	3.09
103357	29246.78	41.03
103366	64739.8	69.49
103367	199.25	-1.06
103382	3443.25	32.81
103384	5380.39	23.7
103392	5960.34	24.35
103394	719.6	1.41
103395	2625.23	23.13
103396	365.33	3.73
103401	595.51	3.46
103403	150.01	0.43
103404	1180.41	1.04
103406	2653.29	23.29
103409	13654.4	53.05
103413	27630.61	46.37
103415	36561.35	47.32
103418	6760.9	34.62
103423	8136.78	36.21
103430	7898.56	20.3
103431	1645.81	7.53
103434	286.21	-0.38
103435	3156.72	15.09
10343858	435.02	3.07
103440	397.94	2.22
103441	4643.66	15.93
103444	388.54	-1.63
103446	8360.26	48.02
103451	8991.67	50.46
103457	1513.64	14.8
103458	209.65	-3.02
103461	5323.22	10.35
103463	4741.31	23.93
103465	99521.89	73.39
103467	264.46	0.73
103468	2130.55	7.16
103474	1430.95	4.51
103475	745.04	4.12
103476	4267.5	24.24
103481	3708.21	34.03
103491	25170.84	97.08
103492	182.55	0.12
103516	2061.4	6.57
10351750	83.3	0.09
103520	595.79	3.84
103522	6817.67	17.97
103524	266.27	0.22
10353180	91.89	-0.75
103532	143.11	-0.42
103536	218.31	-0.27
103537	947.72	7.51
103547	291.8	-0.06
103552	322.06	1.92
103553	1438.28	2.17
103554	223.64	-0.69
10355470	757.81	4.67
103558	155.3	0.54
103562	732.71	1.89
103563	416.68	0.73
103564	154.07	1.34
103567	339.92	2.47
103579	2267.24	21.04
10357919	236.26	1.27
103585	14134.07	53.28
103586	204.11	-0.61
103587	270173.05	68.34
103589	2613.77	9.72
103604	10428.49	52.41
103612	1468	5.36
103613	375.85	-0.24
103617	4636.68	9.55
103618	961.2	5.58
103624	323141.85	81.17
103625	45073.24	45.53
103626	280.05	0.34
103627	208.13	-0.89
103640	192.99	-1.2
103641	23738.43	97.59
103642	1145.11	8.06
103644	684.67	3.78
103651	734.8	3.46
103654	382.17	3.03
103659	105.32	-0.6
103665	690.94	4.19
103666	1254.83	11.33
103677	454.3	-0.15
103678	1237.49	7.18
103682	26474.04	66.03
103690	3758.99	29.56
103693	4986.15	14.89
103694	39537.65	106.54
103696	329.58	0.07
10370245	278.75	2.68
103703	173.65	0.74
103705	4465.8	47.8
103717	7051.89	28.31
103718	627.88	3.63
103719	2299.73	22.99
103720	2523.92	21.89
103726	329801.6	62.34
103729	302.45	1.08
103744	153.51	1.05
103746	1120.53	6.19
103752	194.39	-0.99
103754	7599.41	61.44
10375855	596.34	3.69
103764	553.8	2.3
103769	326.52	2.82
103775	477.26	1.59
103778	224.5	1.49
103779	153.96	-1.32
103786	835.84	6.7
103792	43.81	-0.66
103793	2040.08	8.13
103795	2358.41	18.34
103802	96.25	-4.5
103805	952.92	7.93
103806	199.72	0.43
103809	553.4	2.3
103810	33091.5	82.67
103813	406.3	1.9
103822	1018.86	1.56
103824	1624.1	7.25
103829	271.93	-0.09
103831	519.72	4.59
103843	4217.73	25.27
10384403	226.39	-1.06
103846	1380.2	7.97
103851	5688.13	18.49
103866	84.89	-0.39
103867	6371.14	27.19
103870	1245.67	6.89
103875	1514.36	8.17
103876	178.45	-0.89
103877	417.78	5.02
103883	2066.79	9.15
103885	197.95	-0.46
103888	414.97	0.26
103892	692.47	7.06
103896	482.17	2.71
103907	779.01	5.06
103910	11837.35	46.47
10391124	162.7	1.09
103913	404.65	1.59
103918	212.55	0.3
103919	2748.69	17.6
103920	256.5	0.56
103921	290.38	-0.01
103928	23259.21	41.52
103931	14565.86	7.81
103944	407.42	1.41
103950	1925.42	7.17
103958	138.69	-0.12
103964	527.41	2.72
103970	2137.38	16.92
103975	270.09	2.19
103976	778.35	5.7
103999	53972.94	56.4
10400392	5433.12	40.94
104009	1378.9	6.55
104013	717.37	0.32
104031	310.41	2.16
104032	175.23	-1.89
104033	313.03	-0.43
104036	581.09	4.47
104040	452.51	0.17
104054	28953.73	79.55
104057	10738.87	69.46
104059	11534.41	42.57
104062	560.59	3.16
104079	1789.32	9.8
104080	245.46	3.38
104081	390.74	1.98
10409147	463.37	1.05
104096	9286.58	44.2
104099	146.54	-0.89
104102	249.46	6.29
10410414	358.33	-0.01
104105	202.97	0.49
104108	580.15	3.21
10411442	1222.55	-0.18
104115	19826.05	56.07
104116	1195.83	12.4
104119	214.87	0.87
104123	123.45	0.89
104128	965.56	2.64
104131	44597.49	90.44
104139	4373.31	23.35
104140	33535.59	68.05
104142	1955.19	10.3
104153	203.4	-0.71
104157	5840.39	5.54
104158	199.76	-0.86
104166	2608.22	25.35
104172	638.34	2.09
104186	365.05	3.81
104189	1904.82	10.32
10419000	13239.54	59.04
104193	70017.76	44.06
104196	416007.63	54.48
104200	5835.55	33.9
104202	277.41	-1.36
104207	763.62	5.09
104213	8734.25	56.08
104215	87.34	1.11
104218	54.35	-2.27
104220	6570.89	50.54
104225	10508	31.79
10423512	353.67	2.92
104237	4454.29	19.99
104240	272.56	1.38
104245	21490.6	56.89
104251	91.58	-0.54
104254	5973.11	44.15
104259	3242.71	15.47
104260	32741.47	43.24
104268	192.23	0.22
10426832	215.18	0.01
104271	74.99	0.44
104273	464.91	-0.42
104275	1668.96	13.47
104276	13879.71	17.53
104280	6762.33	47.99
10428338	867.67	7.11
104287	540.68	2.28
104292	2533.63	29.12
104293	4696.26	24.18
104294	174.56	-1.78
104309	6914.43	14.09
104310	329.99	1.66
104322	240.6	1.5
104328	306.29	-1.42
104331	752.72	3.35
104341	551981.08	96.41
104346	2042.83	9.68
104347	756.45	7.66
10434918	202.93	-1.3
104350	6234.5	28.85
104351	665.14	8.86
104353	284.19	-1.53
104356	1654.36	1.07
104360	7751.78	42.71
104371	199.67	-0.1
104372	8213.32	26.53
104377	11721.47	44.1
104379	123.52	-1.72
104384	49691.77	77.63
104387	1549.78	7.77
104400	22320.27	71.75
104402	9705.54	53.94
104407	185.33	-0.61
104408	996.7	3.74
104409	119352.4	62.83
10441133	196.05	0.08
10442161	252.81	-1.68
104424	291.27	1.31
104427	17303.95	70.77
104428	1058.33	10.54
104431	4905.3	28.4
104447	592.59	0.34
104450	269.36	0.07
104454	310.6	-1.11
104456	500643.41	61.57
104458	4706.77	18.35
104460	430.4	3.76
104469	1159.65	5.32
104475	386.01	-0.92
104477	1193.57	8.51
104481	178.05	-0.55
104483	37305.07	81.57
104484	675.59	3.74
104490	13827.5	33.44
104499	426.16	0.71
104504	203134.78	54.48
10450649	978.69	0.77
104510	476.49	3.35
104511	2029.51	9.28
104523	189.97	-0.22
104525	196.48	0.43
10452548	1629.55	11.04
104528	103.32	0.69
104531	155.89	-0.48
104533	1218.84	2.06
104539	876.21	6.11
104547	3797.46	22.15
104549	147.12	-1.03
10455177	145.38	-1.39
104557	843.02	7.88
104562	19735.59	41.27
104564	64724.17	37.26
104566	4458.75	26.76
104569	15798.63	76.64
104572	278.21	0.17
104576	288.17	-0.76
104577	1217.39	4.38
104585	276.63	-0.58
104588	1811.54	17.34
104590	102.19	0.35
104594	669293.06	94.2
10459528	694.35	4.66
10460534	187.26	2.01
104610	719.01	7.57
10461026	1600.89	10
104615	1872.83	13.67
104619	14141.32	62.63
104621	3023.98	5.25
104625	541867.2	76.68
104627	4487.64	27.08
104634	601.16	-0.4
104638	6780.15	31.83
104641	1133.24	0.18
104642	116.11	0.57
104648	111.98	-0.6
104651	591.66	2.78
104667	1523.89	8.64
104683	44115.78	84.88
104690	5590.1	37.65
104697	3306.59	2.24
104701	173.26	-0.66
104706	341.78	2.78
104707	237.79	0.61
104708	233.29	-0.22
104709	307.46	-2.38
104711	707.79	2.97
10471331	860.59	12.05
104716	534.05	1.65
104718	1632.99	2.77
104721	109.65	0.35
104723	2258.17	11.45
104728	1234.68	10.04
104731	48774.82	101.64
104739	692.91	7.23
104741	10433.97	32.53
104742	4361.64	37.99
104743	6962.74	23.55
104745	792.27	3.26
104748	3214.21	2.87
104750	6163.47	31.45
104760	466.13	2.05
104762	1273.52	13.06
104763	94.89	0.91
104764	1932.8	7.68
104767	235.17	0.08
104770	10101.24	32.13
104771	3172.67	9.33
104772	8109.67	58.39
104774	1308.57	8.43
104777	265.09	0.71
104778	239.1	0.56
104782	62584.74	52.08
104785	151.96	0.49
104791	1582.98	4.69
10480018	2065.08	16.06
104824	197.91	1.55
104827	138.19	-1.53
104831	125.74	-1.29
104851	242.82	1.54
104861	23742.12	30.43
104862	167.99	-1.23
104870	1812.2	11.59
104873	9429.72	60.41
104878	357.45	-1.88
104890	3771.03	18.98
104893	1352.18	3.2
104900	3457.65	9.51
104901	47578.69	92.69
104905	1883.56	10.34
104921	1461.57	5.31
104923	989.09	7.11
104925	32390.02	62.67
104926	226.41	0.61
104931	966.12	1.94
104932	155.64	0.79
104934	1672.38	14.43
104936	191.92	0.44
104939	665.96	9.56
104942	438.7	4.72
104945	2903.36	8.48
104948	465.46	2.78
104952	118.43	-1.58
104955	4727.23	12.36
104959	898.1	8.06
104977	151.89	-0.2
104984	216.17	1.14
104988	17206.52	44
104996	627.62	3.19
105004	8009	44.41
105010	713.42	5.65
105011	397.86	3.55
105014	243.35	0.96
105018	5224.85	11.97
105029	539.93	-1.22
105030	13490.59	39.88
105040	20045.48	69.73
105052	556.98	-0.77
105053	2344.47	11.63
105056	95679.32	85.66
105061	753.63	2.38
105062	292.86	1.45
105064	817.46	11.78
105075	230.45	0.5
105079	1924.7	11.09
105080	1147.34	4.58
105082	10627.79	44.22
105086	196.4	-0.35
105087	1972.65	23.85
105091	139.06	-2.3
105093	306.29	0.25
105095	588.32	2.46
105105	7138.13	16.08
105110	339.93	-1.13
105113	153.65	1.25
105114	205.85	-0.76
105117	208.19	1.76
105119	377.38	0.39
105120	41492.16	77.72
105123	252.29	-0.94
105128	327.83	0.86
105130	4305	23.75
105150	352.63	1.4
105151	148.89	-0.07
105152	254.85	0.16
105155	397363.02	56.68
105160	737.83	1.34
105163	285.81	-1.46
105165	9922.82	4.27
105172	6437.45	31.98
105173	27045.25	66.1
105191	209.07	-0.14
105194	29199.98	88.76
105195	395.32	-1.1
105197	282.21	3.75
105207	152.98	-1.17
105208	22077.85	45.6
105211	130981.71	65.78
105226	12523.6	34.81
105227	3259.38	28.92
105239	9835.63	49.05
105242	4160.2	11.95
105249	324.81	1.87
105251	862.91	5.8
105258	662.21	11.81
105260	2489.75	33.65
105265	1497.76	9.88
105266	2145.25	7.52
10526619	688.51	6.39
105271	6327.42	30.41
105274	31888.83	72.23
105275	367.5	-0.09
105279	238.76	0.52
105288	526.89	4.89
105289	40141.53	97.44
105293	1004.3	3.17
10529369	5007.72	40.7
105296	906.9	2.6
105298	3421.63	11.38
105301	168.42	-0.14
105317	4960.83	42.33
105321	2998.79	18.59
105322	1471.32	12.75
105334	8993.15	43.19
105346	4372.98	12.78
105348	463.88	1.58
105351	4264.99	11.8
105353	1402.05	6.96
105355	1181.48	6.92
105365	7273.74	21.91
105366	364.96	1.47
105368	506.17	2.87
105371	162.4	-2.18
105376	2407.08	16.69
105377	300.17	-1.18
105378	16594.42	53.47
105379	344.38	-0.9
